,cycle,peak_number,peak_left_border(V),peak (V),peak_right_border(V),capacity_under_peak,prominance,time_to_peak(s),const_current_time,fixed_time_to_peak,soc%
180,187.0,0.0,4.112751483917236,4.1730122566223145,4.165560722351074,0.027515053876861373,0.07332056384670627,210.10578294403967,564.099889398578,30.014878362213494,0.19
181,188.0,0.0,4.1172871589660645,4.177224159240723,4.169448375701904,0.027514466731949128,0.09227057829959423,210.1058155753708,546.631291643018,30.01274590747198,0.19
182,189.0,0.0,4.106109619140625,4.169610500335693,4.169610500335693,0.032100160690557544,0.11043142068453926,210.10568566658185,545.8032693667294,30.015393471054267,0.18
183,190.0,0.0,4.135430335998535,4.177710056304932,4.162158966064453,0.013757330959968783,0.023731220739749648,150.07547888546833,510.02261189888645,30.014876627916237,0.18
184,192.0,0.0,4.107405662536621,4.180463790893555,4.16329288482666,0.022929504162251035,0.05822804291279432,210.10579734991188,433.1021235791511,30.015022170642624,0.16
185,193.0,0.0,4.110321521759033,4.174956321716309,4.166370868682861,0.022927099559245434,0.06964757745282457,180.09064340087934,422.24265146827474,0.0,0.16
186,194.0,0.0,4.110969543457031,4.175604343414307,4.157299041748047,0.018343152736969515,0.04480269285593025,180.09068786670105,419.38344595337605,0.0,0.16
187,195.0,0.0,4.1174492835998535,4.181273937225342,4.163455009460449,0.01834324391806952,0.04959352260414529,180.0908220661513,398.3368988922392,0.0,0.16
188,196.0,0.0,4.112913608551025,4.177062034606934,4.158919334411621,0.01834080610068156,0.04363057715872842,180.0906114061072,414.8366691215029,0.0,0.16
189,197.0,0.0,4.115991115570068,4.180302143096924,4.162321090698242,0.01834411251218171,0.04846371632036828,180.09067229286302,401.0712501469046,0.0,0.15
190,198.0,0.0,4.102384090423584,4.18192195892334,4.163778781890869,0.022929174713979705,0.056702570869042346,210.105655626714,395.8059381092106,0.0,0.16
191,199.0,0.0,4.1163153648376465,4.180140018463135,4.162321090698242,0.018343811429442525,0.04451470258999801,180.09057642394328,402.50870250046273,0.0,0.15
192,200.0,0.0,4.125225067138672,4.179977893829346,4.160862922668457,0.013757774319977045,0.031171622933974352,150.07484210340772,369.7124006099818,0.0,0.15
193,232.0,0.0,4.113237380981445,4.181111812591553,4.159080982208252,0.013756278085686802,0.011319147222758397,150.07557898493542,266.6804600068633,0.0,0.08
